age,agent,career_stats_career_assists,career_stats_career_goals,citizenship,club,market_value,national_caps,national_goals,position,season_stats_appearances,season_stats_assists,season_stats_goals,season_stats_minutes,league,season_ga,market_value_bin
35,No Agent,18.0,3.0,d'Ivoire,Angers SCO,300000.0,4.0,0.0,Centre-Back,23.0,0.0,0.0,1871.0,ligue1,0.0,0
22,No Agent,1.0,1.0,France,Angers SCO,400000.0,0.0,0.0,Centre-Back,15.0,1.0,1.0,1330.0,ligue1,2.0,0
21,No Agent,0.0,1.0,Gabon,Angers SCO,800000.0,8.0,0.0,Left-Back,21.0,0.0,0.0,960.0,ligue1,0.0,0
35,No Agent,30.0,7.0,France,Angers SCO,300000.0,0.0,0.0,Left-Back,35.0,2.0,1.0,2774.0,ligue1,3.0,0
25,FENOMENOW,25.0,12.0,Bosnia-Herzegovina,Angers SCO,150000.0,6.0,0.0,Right-Back,3.0,0.0,0.0,119.0,ligue1,0.0,0
25,No Agent,15.0,3.0,France,Angers SCO,800000.0,0.0,0.0,Right-Back,33.0,4.0,0.0,1613.0,ligue1,4.0,0
31,No Agent,9.0,20.0,d'Ivoire,Angers SCO,2000000.0,7.0,0.0,Defensive Midfield,29.0,0.0,2.0,2050.0,ligue1,2.0,1
28,Kemari,22.0,5.0,Haiti,Angers SCO,1800000.0,43.0,1.0,Right-Back,30.0,1.0,0.0,2084.0,ligue1,1.0,1
25,Concept Sport Agency,4.0,4.0,France,Angers SCO,400000.0,0.0,0.0,Defensive Midfield,12.0,0.0,0.0,447.0,ligue1,0.0,0
18,No Agent,0.0,1.0,France,Angers SCO,300000.0,8.0,0.0,Defensive Midfield,22.0,0.0,1.0,1237.0,ligue1,1.0,0
31,No Agent,6.0,11.0,Algeria,Angers SCO,2000000.0,11.0,0.0,Central Midfield,24.0,2.0,0.0,1900.0,ligue1,2.0,1
23,No Agent,8.0,6.0,Morocco,Angers SCO,1000000.0,0.0,0.0,Central Midfield,33.0,2.0,1.0,1860.0,ligue1,3.0,0
30,No Agent,21.0,29.0,Gabon,Angers SCO,1500000.0,26.0,8.0,Right Winger,31.0,4.0,2.0,1951.0,ligue1,6.0,0
38,FAIR SPORT MNG,24.0,42.0,France,Angers SCO,200000.0,0.0,0.0,Central Midfield,19.0,0.0,0.0,718.0,ligue1,0.0,0
27,No Agent,21.0,24.0,Algeria,Angers SCO,3500000.0,2.0,0.0,Left Winger,35.0,7.0,3.0,2018.0,ligue1,10.0,1
25,No Agent,15.0,29.0,Algeria,Angers SCO,7000000.0,3.0,0.0,Attacking Midfield,0.0,0.0,0.0,0.0,ligue1,0.0,2
32,No Agent,89.0,35.0,Algeria,Angers SCO,1000000.0,13.0,0.0,Right Winger,28.0,1.0,2.0,1127.0,ligue1,3.0,0
20,SEG,4.0,3.0,France,Angers SCO,400000.0,0.0,0.0,Right Winger,8.0,2.0,0.0,358.0,ligue1,2.0,0
25,No Agent,6.0,61.0,France,Angers SCO,7000000.0,0.0,0.0,Centre-Forward,31.0,0.0,13.0,1866.0,ligue1,13.0,2
25,Classico,7.0,24.0,Senegal,Angers SCO,3000000.0,20.0,2.0,Centre-Forward,22.0,2.0,6.0,741.0,ligue1,8.0,1
26,No Agent,7.0,41.0,Senegal,Angers SCO,1000000.0,15.0,6.0,Centre-Forward,28.0,1.0,3.0,1140.0,ligue1,4.0,0
31,No Agent,15.0,69.0,France,Angers SCO,400000.0,12.0,2.0,Centre-Forward,11.0,0.0,2.0,449.0,ligue1,2.0,0
18,Concept Sport Agency,0.0,20.0,France,Angers SCO,800000.0,0.0,0.0,Centre-Forward,8.0,0.0,0.0,337.0,ligue1,0.0,0
34,YSI Football,11.0,0.0,France,Montpellier,1500000.0,0.0,0.0,Goalkeeper,30.0,0.0,0.0,2673.0,ligue1,0.0,0
27,No Agent,3.0,0.0,Congo,Montpellier,1000000.0,5.0,0.0,Goalkeeper,5.0,0.0,0.0,450.0,ligue1,0.0,0
23,No Agent,6.0,0.0,Bosnia-Herzegovina,Montpellier,100000.0,1.0,0.0,Goalkeeper,8.0,0.0,0.0,720.0,ligue1,0.0,0
23,No Agent,0.0,1.0,d'Ivoire,Montpellier,4000000.0,1.0,0.0,Centre-Back,10.0,0.0,0.0,452.0,ligue1,0.0,1
23,No Agent,1.0,2.0,Switzerland,Montpellier,4500000.0,0.0,0.0,Centre-Back,23.0,0.0,0.0,1893.0,ligue1,0.0,1
28,No Agent,3.0,11.0,Mali,Montpellier,3000000.0,36.0,0.0,Centre-Back,11.0,0.0,0.0,728.0,ligue1,0.0,1
26,No Agent,1.0,11.0,Mali,Montpellier,3000000.0,0.0,0.0,Centre-Back,27.0,0.0,2.0,2117.0,ligue1,2.0,1
32,Classico,19.0,37.0,Guadeloupe,Montpellier,1000000.0,0.0,0.0,Centre-Back,1.0,0.0,0.0,45.0,ligue1,0.0,0
19,Smartalent,0.0,3.0,France,Montpellier,600000.0,0.0,0.0,Centre-Back,21.0,0.0,0.0,1480.0,ligue1,0.0,0
33,No Agent,9.0,6.0,Serbia,Montpellier,300000.0,25.0,0.0,Centre-Back,7.0,0.0,0.0,584.0,ligue1,0.0,0
31,No Agent,22.0,15.0,Guinea,Montpellier,1500000.0,82.0,3.0,Left-Back,20.0,0.0,1.0,1223.0,ligue1,1.0,0
21,No Agent,1.0,8.0,France,Montpellier,900000.0,0.0,0.0,Left-Back,13.0,0.0,1.0,908.0,ligue1,1.0,0
26,One Team Football,5.0,4.0,France,Montpellier,800000.0,0.0,0.0,Left-Back,18.0,0.0,1.0,1095.0,ligue1,1.0,0
30,Sferico Sports ...,20.0,2.0,Mali,Montpellier,1500000.0,42.0,2.0,Right-Back,17.0,1.0,0.0,1282.0,ligue1,1.0,0
22,Wasserman,3.0,2.0,Cameroon,Montpellier,2500000.0,5.0,0.0,Right-Back,27.0,0.0,0.0,1902.0,ligue1,0.0,1
23,FAIR SPORT MNG,11.0,3.0,France,Montpellier,6000000.0,3.0,0.0,Defensive Midfield,27.0,0.0,1.0,1961.0,ligue1,1.0,2
33,FAIR SPORT MNG,36.0,18.0,France,Montpellier,2000000.0,6.0,1.0,Central Midfield,27.0,2.0,0.0,1933.0,ligue1,2.0,1
19,No Agent,1.0,4.0,France,Montpellier,2500000.0,4.0,0.0,Defensive Midfield,27.0,0.0,1.0,1695.0,ligue1,1.0,1
21,BS Group ...,4.0,4.0,Morocco,Montpellier,3000000.0,3.0,0.0,Central Midfield,22.0,0.0,0.0,1113.0,ligue1,0.0,1
34,No Agent,61.0,108.0,Tunisia,Montpellier,1000000.0,0.0,0.0,Left Winger,31.0,1.0,1.0,1110.0,ligue1,2.0,0
24,No Agent,9.0,18.0,France,Montpellier,1500000.0,0.0,0.0,Right Winger,26.0,0.0,3.0,1489.0,ligue1,3.0,0
33,VV Consulting,88.0,75.0,France,Montpellier,2500000.0,1.0,0.0,Attacking Midfield,0.0,0.0,0.0,0.0,ligue1,0.0,1
21,No Agent,2.0,14.0,France,Montpellier,700000.0,0.0,0.0,Attacking Midfield,30.0,1.0,6.0,2051.0,ligue1,7.0,0
20,No Agent,0.0,36.0,Emirates,Montpellier,150000.0,0.0,0.0,Centre-Forward,22.0,0.0,5.0,944.0,ligue1,5.0,0
33,No Agent,58.0,155.0,Algeria,Montpellier,1500000.0,15.0,2.0,Centre-Forward,25.0,1.0,4.0,1927.0,ligue1,5.0,0
19,No Agent,3.0,18.0,Morocco,Montpellier,600000.0,0.0,0.0,Right Winger,14.0,1.0,2.0,449.0,ligue1,3.0,0
37,Sport Cover,12.0,17.0,France,FC Nantes,400000.0,0.0,0.0,Centre-Back,27.0,3.0,0.0,2110.0,ligue1,3.0,0
30,BTFM,4.0,13.0,Cameroon,FC Nantes,3500000.0,30.0,2.0,Centre-Back,0.0,0.0,0.0,0.0,ligue1,0.0,1
20,No Agent,1.0,8.0,France,FC Nantes,15000000.0,3.0,1.0,Centre-Back,21.0,0.0,1.0,1738.0,ligue1,1.0,2
22,No Agent,3.0,3.0,Guinea,FC Nantes,6000000.0,0.0,0.0,Centre-Back,22.0,1.0,1.0,1909.0,ligue1,2.0,2
29,No Agent,17.0,11.0,France,FC Nantes,1800000.0,0.0,0.0,Right-Back,10.0,0.0,0.0,407.0,ligue1,0.0,1
27,No Agent,9.0,7.0,France,FC Nantes,2500000.0,16.0,1.0,Right-Back,32.0,1.0,1.0,2228.0,ligue1,2.0,1
28,No Agent,15.0,14.0,Guadeloupe,FC Nantes,1200000.0,6.0,0.0,Right-Back,23.0,1.0,2.0,1164.0,ligue1,3.0,0
26,One Team Football,8.0,6.0,France,FC Nantes,3500000.0,7.0,0.0,Left-Back,29.0,1.0,1.0,2211.0,ligue1,2.0,1
22,No Agent,4.0,4.0,France,FC Nantes,6000000.0,14.0,2.0,Defensive Midfield,31.0,1.0,2.0,2221.0,ligue1,3.0,2
34,One Team Football,12.0,12.0,France,FC Nantes,900000.0,0.0,0.0,Defensive Midfield,7.0,1.0,1.0,314.0,ligue1,2.0,0
28,No Agent,16.0,22.0,Brazil,FC Nantes,6000000.0,0.0,0.0,Central Midfield,30.0,3.0,4.0,2463.0,ligue1,7.0,2
28,No Agent,23.0,8.0,Spain,FC Nantes,5000000.0,9.0,2.0,Defensive Midfield,32.0,4.0,0.0,2543.0,ligue1,4.0,1
33,LB SPORT & ...,41.0,62.0,France,FC Nantes,1200000.0,0.0,0.0,Attacking Midfield,10.0,2.0,0.0,307.0,ligue1,2.0,0
19,No Agent,3.0,12.0,France,FC Nantes,4000000.0,0.0,0.0,Attacking Midfield,24.0,1.0,3.0,1268.0,ligue1,4.0,1
20,No Agent,2.0,8.0,France,FC Nantes,200000.0,4.0,2.0,Central Midfield,19.0,1.0,2.0,552.0,ligue1,3.0,0
29,No Agent,69.0,76.0,Nigeria,FC Nantes,12000000.0,81.0,10.0,Left Winger,33.0,10.0,8.0,2694.0,ligue1,18.0,2
18,Concept Sport Agency,2.0,28.0,France,FC Nantes,1000000.0,0.0,0.0,Left Winger,28.0,0.0,6.0,923.0,ligue1,6.0,0
22,Wasserman,11.0,32.0,France,FC Nantes,18000000.0,8.0,2.0,Centre-Forward,36.0,2.0,11.0,2968.0,ligue1,13.0,3
27,No Agent,23.0,83.0,Egypt,FC Nantes,5000000.0,47.0,13.0,Centre-Forward,32.0,1.0,6.0,1310.0,ligue1,7.0,1
26,Wasserman,41.0,16.0,Wales,FC Nantes,3500000.0,18.0,1.0,Right Winger,27.0,3.0,1.0,1390.0,ligue1,4.0,1
27,No Agent,38.0,51.0,Congo,FC Nantes,4000000.0,46.0,9.0,Centre-Forward,31.0,2.0,2.0,1234.0,ligue1,4.0,1
27,Golden Sports Mgmt,5.0,0.0,Norway,Toulouse,600000.0,5.0,0.0,Goalkeeper,6.0,0.0,0.0,497.0,ligue1,0.0,0
29,No Agent,26.0,76.0,Zimbabwe,FC Nantes,2500000.0,19.0,3.0,Centre-Forward,13.0,3.0,1.0,603.0,ligue1,4.0,1
26,Wasserman,6.0,8.0,States,Toulouse,6000000.0,22.0,0.0,Centre-Back,34.0,1.0,1.0,2705.0,ligue1,2.0,2
22,No Agent,4.0,13.0,England,Toulouse,10000000.0,23.0,3.0,Centre-Back,34.0,2.0,4.0,2850.0,ligue1,6.0,2
28,BTAM,9.0,17.0,Denmark,Toulouse,4500000.0,0.0,0.0,Centre-Back,8.0,1.0,0.0,654.0,ligue1,1.0,1
20,Classico,7.0,0.0,France,Toulouse,20000000.0,14.0,0.0,Goalkeeper,31.0,0.0,0.0,2725.0,ligue1,0.0,3
18,No Agent,0.0,3.0,France,Toulouse,4000000.0,8.0,1.0,Centre-Back,24.0,0.0,0.0,1497.0,ligue1,0.0,1
27,Vibra Futbol,30.0,13.0,Chile,Toulouse,4000000.0,33.0,0.0,Left-Back,33.0,7.0,0.0,2353.0,ligue1,7.0,1
21,No Agent,0.0,4.0,Romania,Toulouse,600000.0,10.0,2.0,Centre-Back,12.0,0.0,0.0,698.0,ligue1,0.0,0
24,Solbakken / Player ...,12.0,9.0,Norway,Toulouse,2000000.0,0.0,0.0,Right-Back,24.0,1.0,1.0,1019.0,ligue1,2.0,1
32,No Agent,43.0,21.0,France,Toulouse,1000000.0,18.0,1.0,Right-Back,28.0,3.0,0.0,2105.0,ligue1,3.0,0
29,Gold Kick SA,26.0,53.0,Switzerland,Toulouse,4000000.0,13.0,1.0,Central Midfield,30.0,1.0,5.0,2440.0,ligue1,6.0,1
25,No Agent,22.0,21.0,Venezuela,Toulouse,6000000.0,37.0,0.0,Central Midfield,34.0,3.0,1.0,2823.0,ligue1,4.0,2
27,SEG,78.0,60.0,Germany,Toulouse,1800000.0,8.0,3.0,Central Midfield,10.0,1.0,0.0,227.0,ligue1,1.0,1
22,No Agent,2.0,0.0,Algeria,Toulouse,800000.0,0.0,0.0,Right Midfield,22.0,1.0,0.0,1211.0,ligue1,1.0,0
30,SEG,49.0,56.0,Slovenia,Toulouse,1500000.0,39.0,8.0,Central Midfield,0.0,0.0,0.0,0.0,ligue1,0.0,0
27,Nordic Sky,38.0,44.0,Norway,Toulouse,4000000.0,13.0,2.0,Left Midfield,35.0,3.0,2.0,2834.0,ligue1,5.0,1
24,ND SPORTS MANAGEMENT,22.0,24.0,France,Toulouse,8000000.0,3.0,0.0,Left Winger,33.0,4.0,5.0,2429.0,ligue1,9.0,2
25,PANTHERA,30.0,74.0,Morocco,Toulouse,12000000.0,22.0,3.0,Right Winger,27.0,4.0,7.0,2000.0,ligue1,11.0,2
18,One Team Football,1.0,6.0,France,Toulouse,50000.0,2.0,0.0,Attacking Midfield,19.0,1.0,2.0,1529.0,ligue1,3.0,0
25,No Agent,23.0,21.0,Gabon,Toulouse,2500000.0,11.0,1.0,Right Winger,33.0,2.0,4.0,1443.0,ligue1,6.0,1
33,ROGON,54.0,95.0,Norway,Toulouse,1800000.0,0.0,0.0,Centre-Forward,30.0,4.0,6.0,1712.0,ligue1,10.0,1
19,Classico,2.0,15.0,France,Toulouse,800000.0,2.0,0.0,Right Winger,17.0,2.0,6.0,674.0,ligue1,8.0,0
25,FAIR SPORT MNG,5.0,0.0,Senegal,Stade Reims,12000000.0,1.0,0.0,Goalkeeper,41.0,0.0,0.0,3720.0,ligue1,0.0,2
29,LB SPORT & ...,2.0,0.0,France,Stade Reims,200000.0,0.0,0.0,Goalkeeper,1.0,0.0,0.0,90.0,ligue1,0.0,0
28,No Agent,3.0,6.0,Kenya,Stade Reims,7000000.0,16.0,0.0,Centre-Back,28.0,0.0,1.0,2198.0,ligue1,1.0,2
28,No Agent,9.0,12.0,d'Ivoire,Stade Reims,3000000.0,0.0,0.0,Centre-Back,34.0,1.0,2.0,2761.0,ligue1,3.0,1
20,No Agent,1.0,0.0,Sweden,Stade Reims,2000000.0,0.0,0.0,Centre-Back,6.0,0.0,0.0,305.0,ligue1,0.0,1
42,No Agent,23.0,0.0,France,Stade Reims,100000.0,3.0,0.0,Goalkeeper,1.0,0.0,0.0,90.0,ligue1,0.0,0
20,No Agent,2.0,2.0,France,Stade Reims,400000.0,0.0,0.0,Centre-Back,10.0,1.0,1.0,476.0,ligue1,2.0,0
19,One Team Football,3.0,1.0,France,Stade Reims,2500000.0,10.0,0.0,Left-Back,32.0,3.0,1.0,1443.0,ligue1,4.0,1
27,AS1,15.0,10.0,Spain,Stade Reims,7000000.0,1.0,0.0,Left-Back,0.0,0.0,0.0,0.0,ligue1,0.0,2
28,Proeleven S.A.,33.0,8.0,Portugal,Stade Reims,5000000.0,5.0,0.0,Right-Back,31.0,1.0,0.0,2259.0,ligue1,1.0,1
22,No Agent,1.0,0.0,Japan,Stade Reims,1200000.0,1.0,0.0,Right-Back,21.0,1.0,0.0,1352.0,ligue1,1.0,0
19,One Team Football,1.0,1.0,France,Stade Reims,10000000.0,0.0,0.0,Central Midfield,41.0,0.0,1.0,3379.0,ligue1,1.0,2
24,BTFM,3.0,7.0,d'Ivoire,Stade Reims,4000000.0,2.0,0.0,Defensive Midfield,40.0,1.0,1.0,3326.0,ligue1,2.0,1
20,No Agent,0.0,1.0,d'Ivoire,Stade Reims,4000000.0,0.0,0.0,Defensive Midfield,31.0,0.0,0.0,1747.0,ligue1,0.0,1
21,No Agent,1.0,10.0,d'Ivoire,Stade Reims,4000000.0,0.0,0.0,Central Midfield,12.0,1.0,1.0,638.0,ligue1,2.0,1
18,No Agent,0.0,1.0,Mali,Stade Reims B,300000.0,0.0,0.0,Attacking Midfield,11.0,0.0,1.0,428.0,ligue1,1.0,0
21,No Agent,4.0,1.0,Ireland,Stade Reims,1200000.0,1.0,0.0,Central Midfield,33.0,2.0,0.0,1644.0,ligue1,2.0,0
31,Libera Sports,53.0,48.0,Malta,Stade Reims,3000000.0,45.0,4.0,Central Midfield,20.0,1.0,2.0,933.0,ligue1,3.0,1
23,Footfeel ISM,23.0,16.0,Germany,Stade Reims,2000000.0,3.0,0.0,Attacking Midfield,4.0,0.0,0.0,75.0,ligue1,0.0,1
24,No Agent,23.0,72.0,Japan,Stade Reims,8000000.0,0.0,0.0,Left Winger,40.0,3.0,12.0,3265.0,ligue1,15.0,2
23,No Agent,28.0,54.0,Denmark,Stade Reims,4000000.0,0.0,0.0,Left Winger,2.0,0.0,0.0,14.0,ligue1,0.0,1
19,No Agent,5.0,9.0,France,Stade Reims,3000000.0,4.0,0.0,Left Winger,35.0,2.0,3.0,1206.0,ligue1,5.0,1
32,No Agent,102.0,68.0,Japan,Stade Reims,6000000.0,62.0,14.0,Right Winger,39.0,6.0,4.0,3199.0,ligue1,10.0,2
21,Wasserman,13.0,25.0,d'Ivoire,Stade Reims,6000000.0,15.0,2.0,Centre-Forward,33.0,1.0,4.0,1958.0,ligue1,5.0,2
29,Gestifute,28.0,99.0,States,Stade Reims,3000000.0,9.0,1.0,Centre-Forward,31.0,1.0,1.0,1647.0,ligue1,2.0,1
34,Key United,25.0,0.0,Netherlands,Stade Brestois,3000000.0,1.0,0.0,Goalkeeper,41.0,0.0,0.0,3690.0,ligue1,0.0,1
26,No Agent,3.0,0.0,France,Stade Brestois,500000.0,0.0,0.0,Goalkeeper,7.0,0.0,0.0,630.0,ligue1,0.0,0
23,No Agent,5.0,2.0,Senegal,Stade Brestois,4000000.0,1.0,0.0,Centre-Back,27.0,0.0,1.0,2157.0,ligue1,1.0,1
32,HD,17.0,5.0,Mali,Stade Brestois,1500000.0,0.0,0.0,Left-Back,32.0,0.0,0.0,2327.0,ligue1,0.0,0
23,No Agent,4.0,1.0,France,Stade Brestois,9000000.0,0.0,0.0,Left-Back,2.0,0.0,0.0,97.0,ligue1,0.0,2
27,Soccer Connect,4.0,12.0,France,Stade Brestois,2000000.0,0.0,0.0,Centre-Back,21.0,1.0,1.0,1725.0,ligue1,2.0,1
31,Classico,15.0,8.0,France,Stade Brestois,1500000.0,0.0,0.0,Left-Back,13.0,1.0,0.0,968.0,ligue1,1.0,0
19,No Agent,3.0,4.0,France,Stade Brestois,800000.0,1.0,0.0,Left-Back,19.0,3.0,2.0,1281.0,ligue1,5.0,0
32,No Agent,28.0,54.0,France,Stade Brestois,6000000.0,0.0,0.0,Defensive Midfield,28.0,2.0,3.0,2020.0,ligue1,5.0,2
20,Epic Zogbe,0.0,0.0,d'Ivoire,Stade Brestois,2500000.0,0.0,0.0,Right-Back,18.0,0.0,0.0,1086.0,ligue1,0.0,1
33,S.O.M FOOTBALL,35.0,22.0,France,Stade Brestois,2000000.0,0.0,0.0,Right-Back,40.0,2.0,3.0,3496.0,ligue1,5.0,1
18,No Agent,0.0,0.0,Mali,Stade Brestois,300000.0,0.0,0.0,Defensive Midfield,4.0,0.0,0.0,28.0,ligue1,0.0,0
35,Wasserman,17.0,23.0,France,Stade Brestois,600000.0,1.0,0.0,Defensive Midfield,23.0,0.0,1.0,582.0,ligue1,1.0,0
29,Wasserman,29.0,27.0,Switzerland,Stade Brestois,3000000.0,0.0,0.0,Defensive Midfield,32.0,1.0,1.0,1893.0,ligue1,2.0,1
26,No Agent,18.0,27.0,France,Stade Brestois,9000000.0,1.0,0.0,Central Midfield,47.0,5.0,6.0,3515.0,ligue1,11.0,2
26,No Agent,23.0,40.0,France,Stade Brestois,6000000.0,0.0,0.0,Right Midfield,32.0,3.0,3.0,1493.0,ligue1,6.0,2
22,No Agent,14.0,21.0,Mali,Stade Brestois,4000000.0,19.0,8.0,Attacking Midfield,44.0,2.0,3.0,1938.0,ligue1,5.0,1
27,No Agent,4.0,7.0,France,Stade Brestois,6000000.0,0.0,0.0,Central Midfield,46.0,1.0,2.0,3317.0,ligue1,3.0,2
24,PSM,15.0,58.0,Senegal,Stade Brestois,9000000.0,7.0,0.0,Left Winger,40.0,2.0,12.0,1927.0,ligue1,14.0,2
29,No Agent,59.0,38.0,France,Stade Brestois,7000000.0,9.0,0.0,Right Winger,34.0,5.0,6.0,1643.0,ligue1,11.0,2
28,No Agent,29.0,41.0,Portugal,Stade Brestois,2500000.0,3.0,0.0,Left Winger,0.0,0.0,0.0,0.0,ligue1,0.0,1
23,Libera Sports,3.0,17.0,Morocco,Stade Brestois,3000000.0,0.0,0.0,Left Winger,21.0,1.0,2.0,658.0,ligue1,3.0,1
31,No Agent,33.0,110.0,France,Stade Brestois,4000000.0,0.0,0.0,Centre-Forward,43.0,6.0,14.0,3366.0,ligue1,20.0,1
29,No Agent,28.0,46.0,Guinea-Bissau,Stade Brestois,4000000.0,0.0,0.0,Centre-Forward,42.0,4.0,2.0,1746.0,ligue1,6.0,1
32,No Agent,16.0,0.0,Guiana,AJ Auxerre,1000000.0,37.0,0.0,Goalkeeper,32.0,0.0,0.0,2880.0,ligue1,0.0,0
24,Kemari,0.0,0.0,France,AJ Auxerre,300000.0,0.0,0.0,Goalkeeper,2.0,0.0,0.0,180.0,ligue1,0.0,0
22,No Agent,6.0,0.0,France,AJ Auxerre,50000.0,0.0,0.0,Goalkeeper,15.0,0.0,0.0,1331.0,ligue1,0.0,0
24,No Agent,2.0,4.0,d'Ivoire,AJ Auxerre,5000000.0,11.0,0.0,Centre-Back,24.0,2.0,3.0,2035.0,ligue1,5.0,1
23,PSM,4.0,2.0,d'Ivoire,AJ Auxerre,5000000.0,2.0,0.0,Centre-Back,32.0,1.0,0.0,2585.0,ligue1,1.0,1
34,No Agent,1.0,0.0,France,AJ Auxerre,50000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,ligue1,0.0,0
26,Wasserman,3.0,15.0,Nigeria,AJ Auxerre,3000000.0,2.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,ligue1,0.0,1
22,Keypass AS,11.0,1.0,Norway,AJ Auxerre,600000.0,15.0,1.0,Left-Back,19.0,0.0,0.0,833.0,ligue1,0.0,0
31,LEFT Sports,6.0,26.0,Brazil,AJ Auxerre,2500000.0,4.0,0.0,Centre-Back,30.0,0.0,6.0,2643.0,ligue1,6.0,1
26,No Agent,12.0,1.0,Ghana,AJ Auxerre,4000000.0,0.0,0.0,Left-Back,29.0,1.0,0.0,2284.0,ligue1,1.0,1
23,Wasserman,13.0,12.0,Netherlands,AJ Auxerre,5000000.0,6.0,1.0,Right-Back,30.0,2.0,1.0,2139.0,ligue1,3.0,1
27,LB SPORT & ...,2.0,7.0,Senegal,AJ Auxerre,700000.0,3.0,0.0,Defensive Midfield,18.0,0.0,0.0,735.0,ligue1,0.0,0
25,Concept Sport Agency,17.0,3.0,France,AJ Auxerre,1800000.0,0.0,0.0,Right-Back,27.0,1.0,0.0,1091.0,ligue1,1.0,1
27,No Agent,8.0,3.0,Ghana,AJ Auxerre,3000000.0,10.0,0.0,Defensive Midfield,29.0,3.0,1.0,2370.0,ligue1,4.0,1
21,No Agent,0.0,1.0,France,AJ Auxerre,100000.0,0.0,0.0,Right-Back,15.0,0.0,1.0,951.0,ligue1,1.0,0
16,No Agent,0.0,10.0,France,Saint-Étienne,800000.0,11.0,11.0,Centre-Forward,16.0,0.0,2.0,567.0,ligue1,2.0,0
21,No Agent,4.0,0.0,France,AJ Auxerre,100000.0,0.0,0.0,Defensive Midfield,0.0,0.0,0.0,0.0,ligue1,0.0,0
25,No Agent,11.0,47.0,Cameroon,Toulouse,3000000.0,10.0,2.0,Centre-Forward,34.0,1.0,5.0,1784.0,ligue1,6.0,1
28,No Agent,17.0,43.0,Switzerland,Monaco,30000000.0,0.0,0.0,Defensive Midfield,34.0,4.0,7.0,2852.0,ligue1,11.0,3
30,No Agent,3.0,14.0,France,Stade Brestois,6000000.0,0.0,0.0,Centre-Back,39.0,1.0,2.0,3497.0,ligue1,3.0,2
37,Sport Cover,12.0,17.0,France,FC Nantes,400000.0,0.0,0.0,Centre-Back,27.0,3.0,0.0,2110.0,ligue1,3.0,0
26,One Team Football,9.0,5.0,France,Saint-Étienne,2000000.0,4.0,0.0,Centre-Back,0.0,0.0,0.0,0.0,ligue1,0.0,1
24,No Agent,8.0,20.0,Germany,Inter,35000000.0,1.0,0.0,Centre-Back,46.0,3.0,3.0,2847.0,seriea,6.0,3
29,No Agent,18.0,16.0,France,Inter,25000000.0,55.0,5.0,Centre-Back,38.0,1.0,1.0,2670.0,seriea,2.0,3
27,No Agent,15.0,0.0,Spain,Inter,12000000.0,1.0,0.0,Goalkeeper,10.0,0.0,0.0,900.0,seriea,0.0,2
36,No Agent,20.0,0.0,Switzerland,Inter,4000000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,seriea,0.0,1
33,P&P Sport ...,16.0,29.0,Netherlands,Inter,5000000.0,75.0,4.0,Centre-Back,41.0,1.0,3.0,2930.0,seriea,4.0,1
26,No Agent,24.0,18.0,Italy,Inter,80000000.0,37.0,2.0,Centre-Back,55.0,6.0,1.0,4035.0,seriea,7.0,3
31,No Agent,7.0,0.0,Italy,Inter,300000.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0,0.0,seriea,0.0,0
35,No Agent,28.0,25.0,Italy,Inter,2500000.0,46.0,2.0,Right-Back,47.0,2.0,3.0,2818.0,seriea,5.0,1
26,GR Sports,21.0,17.0,Brazil,Inter,26000000.0,2.0,0.0,Left-Back,48.0,7.0,3.0,2694.0,seriea,10.0,3
29,Wasserman,59.0,44.0,Netherlands,Inter,35000000.0,0.0,0.0,Right-Back,45.0,6.0,11.0,3197.0,seriea,17.0,3
31,Unique Sports Group,133.0,132.0,Türkiye,Inter,30000000.0,97.0,21.0,Defensive Midfield,47.0,8.0,11.0,3081.0,seriea,19.0,3
37,P&P Sport ...,13.0,33.0,Italy,Inter,3000000.0,34.0,1.0,Centre-Back,34.0,2.0,1.0,2580.0,seriea,3.0,1
27,Roc Nation Sports,52.0,29.0,Italy,Inter,50000000.0,30.0,3.0,Left-Back,0.0,0.0,0.0,0.0,seriea,0.0,3
22,No Agent,0.0,1.0,Argentina,Inter,4000000.0,3.0,0.0,Centre-Back,11.0,0.0,0.0,471.0,seriea,0.0,1
28,No Agent,67.0,36.0,Italy,Inter,75000000.0,63.0,10.0,Central Midfield,54.0,9.0,3.0,3987.0,seriea,12.0,3
25,GR Sports,26.0,59.0,Italy,Inter,35000000.0,29.0,8.0,Central Midfield,47.0,2.0,7.0,1986.0,seriea,9.0,3
31,BMG-SPORT,58.0,68.0,Poland,Inter,10000000.0,0.0,0.0,Central Midfield,39.0,3.0,2.0,1762.0,seriea,5.0,2
23,No Agent,10.0,27.0,Albania,Inter,13000000.0,0.0,0.0,Defensive Midfield,37.0,2.0,3.0,1732.0,seriea,5.0,2
21,No Agent,14.0,19.0,Croatia,Inter,14000000.0,9.0,1.0,Defensive Midfield,34.0,4.0,7.0,2385.0,seriea,11.0,2
36,Rafaela Pimenta,153.0,181.0,Armenia,Inter,4000000.0,95.0,32.0,Central Midfield,51.0,5.0,1.0,3667.0,seriea,6.0,1
